unique_id,osmid,element_type,amenity,name,wheelchair,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,note,cuisine,opening_hours,phone,website,delivery,created_by,capacity,takeaway,name:fr,email,name:en,internet_access,toilets:wheelchair,contact:fax,contact:phone,contact:website,source,stars,tourism,wikidata,alt_name,description,outdoor_seating,smoking,contact:facebook,start_date,drive_in,contact:email,payment:coins,payment:mastercard,payment:notes,payment:visa,reservation,wheelchair:description,wheelchair:description:fr,name:de,designation,addr:housename,fax,level,payment:cash,internet_access:fee,toilets,payment:bitcoin,payment:litecoin,name:ko,survey:date,payment:credit_cards,payment:debit_cards,payment:maestro,payment:postfinance_card,bar,internet_access:ssid,facebook,opening_hours:url,old_name,opening_hours:covid19,lgbt,contact:phone_1,country,diet:vegan,diet:vegetarian,name:it,contact:mobile,opening_hours:signed,access:covid19,delivery:covid19,takeaway:covid19,brewery,drive_through:covid19,nodes,building,ele,min_age,building:levels,id,lon,lat
node/3442673359,3442673359,node,restaurant,Le Donjon,,POINT (6.128684799999999 46.1947035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,6.128684799999999,46.194703499999996
node/3453711828,3453711828,node,restaurant,Mage,,POINT (6.163468 46.1964412),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,6.163468,46.1964412
node/3454632645,3454632645,node,restaurant,Buvette du Port-Choiseul,,POINT (6.1695519 46.2868356),Versoix,,20,1290.0,Chemin du Vieux-Port,,,,+41 22 779 03 23,http://www.buvette-choiseul.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,6.1695519,46.2868356
node/3455406290,3455406290,node,restaurant,Au Bureau,,POINT (6.1315253 46.1899554),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,6.1315253,46.1899554
node/3455425002,3455425002,node,restaurant,Le Balthazar,,POINT (6.130864099999999 46.1895938),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,6.130864099999999,46.1895938
node/3469265093,3469265093,node,restaurant,Caroll,,POINT (6.109193400000001 46.1913389),,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,6.1091934000000006,46.1913389
node/3473267330,3473267330,node,restaurant,L'Atelier Geneva,,POINT (6.1298174 46.19270179999999),,,16,1227.0,Rue Boissonnas,,,,+41223203484,https://www.latelierlounge.ch/,,,,,L'atelier Geneva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,6.1298174,46.192701799999995
node/3484646899,3484646899,node,restaurant,Buvette des Bains,no,POINT (6.1540819 46.21025179999999),,,30,1201.0,Quai du Mont-Blanc,,regional,Mo-Su 08:00-22:30,+41 22 738 16 16,http://www.buvettedesbains.ch,,,,,La Buvette des Bains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,6.1540819,46.210251799999995
node/3496967836,3496967836,node,restaurant,Le Marziano,,POINT (6.1332864 46.1910838),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,6.1332864,46.1910838
node/3590630758,3590630758,node,restaurant,Pizzeria Lucania,,POINT (6.2451355 46.3026133),Hermance,,521,1248.0,Route d'Hermance,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,6.2451355,46.3026133
node/3607802258,3607802258,node,restaurant,La Croix Fédérale,,POINT (6.2437724 46.3025612),Hermance,,14,1248.0,Rue du Nord,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,6.2437724,46.3025612
node/3607848198,3607848198,node,restaurant,Le Quai,,POINT (6.241866 46.3023773),Hermance,,10,1248.0,Quai d'Hermance,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,6.241866,46.302377299999996
node/3654741855,3654741855,node,restaurant,Le Parc,,POINT (6.1394838 46.1812234),Carouge,,4,,Passage de l'Intendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,6.1394838,46.1812234
node/3654746838,3654746838,node,restaurant,La Huchette,,POINT (6.1400788 46.1820653),Carouge,,9,,Rue Adolphe-Fontanel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,6.1400788,46.1820653
node/3656690821,3656690821,node,restaurant,Clos du Château Choully,,POINT (6.0288019 46.2236137),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,6.0288019,46.2236137
node/3668787047,3668787047,node,restaurant,,,POINT (6.1317972 46.20861129999999),Genève,,19,1202.0,Rue de la Dôle,,pizza,"Mo-Sa 9:30-14:30,18:30-24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,6.1317972,46.208611299999994
node/3668847873,3668847873,node,restaurant,O Paraiso,,POINT (6.1336793 46.2087403),,,42,,Rue de Lyon,,,,+41 22 344 47 53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,6.1336793,46.2087403
node/3669276964,3669276964,node,restaurant,Al Amir,,POINT (6.146048 46.2102067),,,,,Rue de Berne,,lebanese,Siu-Mo 10:00-02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,6.146048,46.2102067
node/3670446653,3670446653,node,restaurant,La Gazelle d'Or (Restaurant Erythréen),,POINT (6.133042400000001 46.2086127),Geneva,,55,1203.0,Rue de Lyon,,pizza,,+41 22 340 33 50,http://www.gazelledor.ch/,,,,,,zeraiabraha@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,6.133042400000001,46.2086127
node/3671301859,3671301859,node,restaurant,Le Rallye,,POINT (6.1403347 46.1956378),Genève,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,6.1403347,46.1956378
node/3671889618,3671889618,node,restaurant,L'insensé,,POINT (6.1545693 46.19999310000001),Genève,,12,1207.0,Rue Ami-Lullin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,6.1545693,46.19999310000001
node/3672912064,3672912064,node,restaurant,Ristorante San Marco,,POINT (6.1580321 46.2031705),Genève,,5,1207.0,Rue de la Mairie,,pizza,,+41 22 736 95 98,,,,,,Ristorante San Marco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,6.1580321,46.2031705
node/3672927278,3672927278,node,restaurant,La Table des Roys,,POINT (6.159948200000001 46.2021565),Genève,,7,1207.0,Rue du Nant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,6.1599482000000005,46.2021565
node/3686566235,3686566235,node,restaurant,MSC Country Club,,POINT (6.1809511 46.1949471),,,,,,,italian,Mo-Su 10:00-20:00,,,,,,no,,,,,,,,,,,,,,,yes,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,6.1809511,46.1949471
node/3703450577,3703450577,node,restaurant,Le Paradis,,POINT (6.132514 46.2061647),Genève,,,,Rue des Délices,,,,,,,,,,,,,,,,,,,,,,,Restaurant;Salon de Thé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,6.132514,46.2061647
node/3727145725,3727145725,node,restaurant,Café des Bosquets,,POINT (6.1335 46.2120985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,6.1335,46.212098499999996
node/3727152425,3727152425,node,restaurant,Sur l'Pouce,,POINT (6.056108 46.2241551),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,6.056108,46.224155100000004
node/3735051677,3735051677,node,restaurant,Le Prêt à manger,limited,POINT (6.1424928 46.2102817),,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,6.1424928,46.2102817
node/3735083511,3735083511,node,restaurant,greens,,POINT (6.1420413 46.2099145),,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,6.1420413,46.209914500000004
node/3740592759,3740592759,node,restaurant,La Cantina Chez Marco,,POINT (6.132789499999999 46.1910687),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,6.1327894999999994,46.1910687
node/3745401925,3745401925,node,restaurant,Délices Parc,,POINT (6.133215 46.206191),Genève,,4,1203.0,Rue des Délices,,italian,Mo-Fr 07:00-00:00; Sa 08:30-00:00,+41 22 344 07 26,http://www.delicesparc.ch,no,,,yes,,,,wlan,,,,,,,,,,,yes,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,6.133215,46.206191
node/3747387938,3747387938,node,restaurant,Luigia,no,POINT (6.1261601 46.2242591),Genève,,2,1209.0,Chemin de la Tourelle,,pizza,"Mo-Fr 12:00-14:30,19:00-23:30; We 12:00-14:30,18:30-23:30; Su 12:00-15:00,18:00-22:30",+41 22 788 77 70,https://www.luigia.ch/,no,,50.0,yes,,,,,,,,,,,,,,,yes,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,6.1261601,46.224259100000005
node/3750859336,3750859336,node,restaurant,L'Italia,no,POINT (6.1435181 46.19747460000001),Genève,,4,1205.0,Boulevard des Philosophes,,,"Mo-Sa 11:30-14:00,18:30-23:30, Su off",+41 22 328 29 70,http://www.restaurant-pizzeria-italia-geneve.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,terrasse accessible en été,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,6.1435181,46.19747460000001
node/3769759657,3769759657,node,restaurant,,yes,POINT (6.126074099999999 46.2245638),Genève,,,1209.0,,,kebab;pizza,,,,no,,20.0,yes,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,6.126074099999999,46.2245638
node/3781343592,3781343592,node,restaurant,Café restaurant de l'aviation,,POINT (6.0944685 46.2225489),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,6.0944685,46.2225489
node/3783830167,3783830167,node,restaurant,Al Volo,yes,POINT (6.110051400000001 46.2309981),Meyrin,,,1215.0,Route de la Vorge,,pizza,07:00-22:00,,,no,,50.0,yes,,,,wlan,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,6.110051400000001,46.2309981
node/3790084778,3790084778,node,restaurant,Etcetera,,POINT (6.1642861 46.205359),Genève,,78,1207.0,Rue de Montchoisy,,italian,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,6.1642861,46.205359
node/3842754041,3842754041,node,restaurant,IKEA,,POINT (6.0940855 46.2194698),Vernier,,,,,Self service restaurant,international,Mo-We 09:00-19:00; Th 09:00-21:00; Fr 09:00-19:30; Sa 09:00-18:00,,,no,,150.0,no,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,6.0940855,46.2194698
node/3855001306,3855001306,node,restaurant,Sansui,,POINT (6.1398387 46.2111841),Genève,,12 - 14,1201.0,Rue de la Faucille,,japanese;sushi;izakaya;yakiniku;yakitori;gyoza;saké,Tu-Sa 19:00-23:00,,http://sansui.ch,no,,50.0,no,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,6.1398387,46.211184100000004
node/3861535537,3861535537,node,restaurant,La Shibata,,POINT (6.1234611 46.21964570000001),Genève,,,,Avenue Trembley,,japanese,,,,no,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,6.1234611,46.21964570000001
node/3878104064,3878104064,node,restaurant,Soleil,,POINT (6.0328553 46.2148243),Satigny,,173,,Route du Mandement,,thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,6.0328553,46.2148243
node/3879774705,3879774705,node,restaurant,chez Cartouche,,POINT (6.0720349 46.163507),Bernex,,20,,Vieux-Lully,,,,+41 22 757 27 98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,6.0720349,46.163507
node/3889192057,3889192057,node,restaurant,Le Floris,yes,POINT (6.2230425 46.2770429),,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,6.2230425,46.2770429
node/3895657957,3895657957,node,restaurant,Côté Lac,yes,POINT (6.150682 46.211579),,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,yes,outside,,,,,,,,,,nice open terrace in summer. there is a small step to go inside.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,6.150682,46.211579
node/3898098632,3898098632,node,restaurant,Chat Rouge,,POINT (6.0497484 46.1972918),,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,6.0497484,46.197291799999995
node/3903721124,3903721124,node,restaurant,Le Mandement,,POINT (6.037242 46.2145364),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,6.037242,46.2145364
node/3980742857,3980742857,node,restaurant,Nyala Barka,,POINT (6.139035199999999 46.1992915),,,4,,Rue Gourgas,,african,,,,,,,,,,,,,+41 78 310 02 31,+41 22 328 50 66,http://www.nyalabarka.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,6.1390351999999995,46.1992915
node/3983205396,3983205396,node,restaurant,Vapiano,,POINT (6.142439299999999 46.206184),Genève,,,,,,italian,,,,,,,,,geneve1@vapiano.ch,,no,,,+41 22 301 32 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,6.1424392999999995,46.206184
node/3999160150,3999160150,node,restaurant,Dix Vins,,POINT (6.139717099999999 46.1832381),,,,,,,,,+41 22 342 40 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,6.1397170999999995,46.1832381
node/4003210519,4003210519,node,restaurant,Mike Wong,,POINT (6.144676 46.20728620000001),Genève,,15,1201.0,Rue du Cendrier,,asian,Mo-Su 11:00-23:00; PH closed,,,,,140.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,6.1446760000000005,46.207286200000006
node/4016770089,4016770089,node,restaurant,Café de la Presse,,POINT (6.1380172 46.2012976),Genève,,62-64,1205.0,Boulevard de Saint-Georges,,,Mo-Sa 07:00-02:00,+41 22 320 62 99,http://www.le-reservoir.ch/,,,,,,,,,,,,,,,,,,,yes,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,6.1380172,46.201297600000004
node/4034865681,4034865681,node,restaurant,Café de la Poste,,POINT (6.2306988 46.2089607),Puplinge,,,1241.0,Rue de Graman 15,,regional,,,https://restaurants-geneve.ch/cafe-de-la-poste/cafe-de-la-poste.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,6.2306988,46.2089607
node/4037851198,4037851198,node,restaurant,La Rotonde,yes,POINT (6.1484804 46.2106626),Genève,,15,1201.0,Rue des Pâquis,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,6.1484804,46.2106626
node/4060122055,4060122055,node,restaurant,La Chandieu,,POINT (6.133945099999999 46.2161238),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,6.133945099999999,46.2161238
node/4060382400,4060382400,node,restaurant,Addis Abeba,,POINT (6.145282599999999 46.2104537),Genève,,,,,,ethiopian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,6.145282599999999,46.2104537
node/4069952946,4069952946,node,restaurant,Lemon Cafe Restaurant,,POINT (6.1384658 46.2167266),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,6.1384658,46.2167266
node/4069953357,4069953357,node,restaurant,Le Trefle d'Or,,POINT (6.1371479 46.2195103),,,,,,,international,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,6.1371479,46.219510299999996
node/4069953512,4069953512,node,restaurant,,,POINT (6.1374739 46.2171646),,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,6.1374739,46.217164600000004
node/4069953533,4069953533,node,restaurant,Gaya,,POINT (6.146926000000001 46.2166505),Genève,,,,,,asian,,,,no,,,no,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,6.146926000000001,46.2166505
node/4069953542,4069953542,node,restaurant,Sagano,,POINT (6.141525499999999 46.2200555),,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,6.141525499999999,46.2200555
node/4158402493,4158402493,node,restaurant,Café Huissoud,,POINT (6.1404427 46.20366079999999),Geneva,,51,1204.0,Rue du Stand,,regional,,,http://www.vins-sur-vins.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,6.1404427,46.203660799999994
node/4158456675,4158456675,node,restaurant,Le Bateau-Lavoir,,POINT (6.1403818 46.2047109),Geneva,,,1204.0,Promenade des Lavandières,,regional,,,http://www.bateaulavoir.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,6.1403818,46.2047109
node/4158463277,4158463277,node,restaurant,Il Carosello,yes,POINT (6.1410215 46.20070949999999),Geneva,,25,1204.0,Boulevard Georges-Favon,,italian,"Mo-Sa 10:00-14:00,18:30-24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,6.1410215,46.200709499999995
node/4159220589,4159220589,node,restaurant,Dario's,,POINT (6.159199500000001 46.20254179999999),,,4,,Rue de Montchoisy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,6.159199500000001,46.20254179999999
node/4159224189,4159224189,node,restaurant,La Gondola,,POINT (6.1557157 46.2039742),,,4,,Rue Muzy,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,6.1557157,46.203974200000005
node/4159225989,4159225989,node,restaurant,Chez Henry,limited,POINT (6.150549900000001 46.2114537),,,37,,Rue Philippe-Plantamour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,6.150549900000001,46.2114537
node/4159503210,4159503210,node,restaurant,Taco Rico,no,POINT (6.143471599999999 46.1984319),,,3,,Rue de l'Université,,mexican,Tu-Sa 11:00-22:00; Mo 11:00-14:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,terrasse accessible in summer. otherwise this restaurant is downstairs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429,6.143471599999999,46.198431899999996
node/4193565798,4193565798,node,restaurant,Green Mang,,POINT (6.140974099999999 46.2097569),,,,,,,,,,,,,,yes,Green Mango Montbrillant,,Green Mango Montbrillant,,,,,,,,,,,,,,,,,,,,,,,,,Green Mango Montbrillant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,6.140974099999999,46.209756899999995
node/4202452844,4202452844,node,restaurant,Neptüne,,POINT (6.1379502 46.2037777),,,,,,,,,+41 22 320 15 05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,6.1379502,46.2037777
node/4219992587,4219992587,node,restaurant,La Pointe à la Bise,,POINT (6.1932448 46.24465479999999),,,,,,,,07:00-24:00,+41 22 752 11 60,https://www.pointe-bise.ch/,,,,,,pointe.bise@bluewin.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,6.1932447999999996,46.24465479999999
node/4222276746,4222276746,node,restaurant,,,POINT (6.1338585 46.2115286),,,,,,,brazilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,6.1338585,46.2115286
node/4222276750,4222276750,node,restaurant,La Maison d'Asie,yes,POINT (6.137067299999999 46.2105477),,,20,1201.0,Rue de la Servette,,asian,"Mo-Su 11:30-14:30, 18:30-22:30",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,Vietnamese restaurant. Great food. But toilets are downstairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,6.137067299999999,46.2105477
node/4222276752,4222276752,node,restaurant,Yun Bar Sushi,,POINT (6.1379912 46.2097454),,,,,,,kebab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,6.1379912,46.209745399999996
node/4222276755,4222276755,node,restaurant,Rodizio Churrascaria,,POINT (6.1383187 46.2096075),,,,,,,brazilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,6.1383187,46.209607500000004
node/4222276763,4222276763,node,restaurant,Miyako,,POINT (6.1443977 46.20800300000001),Genève,,11,1201.0,Rue de Chantepoulet,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,6.1443977,46.208003000000005
node/4222276766,4222276766,node,restaurant,Fuji,,POINT (6.1438496 46.20835779999999),Genève,,6,1201.0,Sqare de Chantepoulet,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,6.1438496,46.208357799999995
node/4222276769,4222276769,node,restaurant,,,POINT (6.1439054 46.2083461),,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,6.1439054,46.2083461
node/4222276771,4222276771,node,restaurant,,,POINT (6.133957 46.2114717),,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,6.133957,46.2114717
node/4222276772,4222276772,node,restaurant,Le phare,,POINT (6.1442005 46.2080154),,,,,,,tapas;kebab,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/lepharegeneve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,441,6.1442005,46.2080154
node/4230162615,4230162615,node,restaurant,Cafe du Commerce,no,POINT (6.1278121 46.2233035),,,,,,,regional,,,,no,,50.0,no,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,6.1278121,46.2233035
node/4244817369,4244817369,node,restaurant,,,POINT (6.0841837 46.2265265),,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,6.0841837,46.2265265
node/4263413589,4263413589,node,restaurant,Le Coq Rouge,,POINT (6.135617900000001 46.2080939),,,25,,Rue Voltaire,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,6.135617900000001,46.2080939
