unique_id,osmid,element_type,amenity,name,wheelchair,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,cuisine,note,opening_hours,phone,website,created_by,capacity,delivery,takeaway,name:fr,description,outdoor_seating,reservation,brand,brand:wikidata,brand:wikipedia,email,name:en,internet_access,toilets:wheelchair,disused,contact:fax,contact:phone,contact:website,source,stars,tourism,wikidata,alt_name,smoking,contact:facebook,start_date,drive_in,contact:email,payment:coins,payment:mastercard,payment:notes,payment:visa,wheelchair:description,wheelchair:description:fr,name:de,designation,addr:housename,fax,level,payment:cash,check_date:opening_hours,diet:vegetarian,internet_access:fee,toilets,payment:bitcoin,payment:litecoin,opening_hours:signed,name:ko,survey:date,payment:credit_cards,payment:debit_cards,payment:maestro,payment:postfinance_card,bar,internet_access:ssid,facebook,opening_hours:url,diet:vegan,old_name,opening_hours:covid19,diet:meat,lgbt,contact:phone_1,country,name:it,contact:mobile,access:covid19,delivery:covid19,takeaway:covid19,brewery,drive_through:covid19,food,diet:organic,image,nodes,building,ele,min_age,building:levels,diet:gluten_free,diet:halal,diet:lactose_free,diet:mediterranean,id,lon,lat
node/1927574931,1927574931,node,restaurant,Clochettes,,POINT (6.1586321 46.1881234),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,6.1586321,46.1881234
node/1927574938,1927574938,node,restaurant,La Mascotte,,POINT (6.127365 46.1729055),Genève,,69,,Route de Saint-Julien,italian,,"Mo-Fr 11:30-14:00,18:30-22:00; Sa 18:30-22:30",,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,0,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,6.127365,46.1729055
node/1932972364,1932972364,node,restaurant,Nouveau Lido,,POINT (6.1362054 46.1913727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,6.1362054,46.1913727
node/1935993833,1935993833,node,restaurant,Casa Italia,,POINT (6.1466361 46.1845609),Carouge,,32,,Route de Veyrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,6.1466361,46.1845609
node/1935993965,1935993965,node,restaurant,La Fontenette,,POINT (6.1463767 46.185176),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,6.1463767,46.185176
node/1936530955,1936530955,node,restaurant,Augustins Pizzeria,,POINT (6.1446088 46.1911125),,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,6.1446088,46.1911125
node/1936553904,1936553904,node,restaurant,Le Moléson,,POINT (6.1456085 46.1927645),,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,6.1456085,46.1927645
node/1936558491,1936558491,node,restaurant,Tam-Tam Café,,POINT (6.1446577 46.1929275),Genève,,8,1205,Rue du Pré-Jérôme,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,6.1446577,46.1929275
node/1936565895,1936565895,node,restaurant,Le Colibri,,POINT (6.1437096 46.1928207),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,6.1437096,46.1928207
node/1936575907,1936575907,node,restaurant,Bar Grill '72,,POINT (6.1437585 46.1925752),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,6.1437585,46.1925752
node/1936597001,1936597001,node,restaurant,Le Safari,,POINT (6.142988 46.1918366),Genève,,41,,Rue Dancet,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,6.142988,46.1918366
node/1951775430,1951775430,node,restaurant,,,POINT (6.1500538 46.1807851),Carouge,,42,,Chemin Charles-Poluzzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,6.1500538,46.1807851
node/1982012173,1982012173,node,restaurant,Bali Indonesia,,POINT (6.139014 46.2188724),,,,,,indonesian,,Mo-Fr 07:30-19:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,6.139014,46.2188724
node/1984257808,1984257808,node,restaurant,le Chanaan,,POINT (6.1271143 46.2059677),Genève,,22,,Avenue des Tilleuls,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,6.1271143,46.2059677
node/1984363082,1984363082,node,restaurant,La Fontaine,yes,POINT (6.1216417 46.2140596),Genève,,11,,Cité Vieusseux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,6.1216417,46.2140596
node/1990145694,1990145694,node,restaurant,La Table des Nations,,POINT (6.1334875 46.2182016),,,30,1202,Av.Giuseppe - Motta,chinese,,,,https://www.latabledesnations.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,6.1334875,46.2182016
node/1997357256,1997357256,node,restaurant,Vieux-Bois,,POINT (6.1381441 46.226886),,,,,,international,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,6.1381441,46.226886
node/2009749211,2009749211,node,restaurant,La Bricole,,POINT (6.1086505 46.1868841),Onex,,76,,Route de Chancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,6.1086505,46.1868841
node/2019971434,2019971434,node,restaurant,Vecchia Napoli,limited,POINT (6.1315683 46.2005627),,,,,,italian,,"Mo-Fr 12:00-14:00, Su-Th 19:00-22:30, Fr,Sa 19:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,6.1315683,46.2005627
node/2021520039,2021520039,node,restaurant,Panda Express,,POINT (6.1340009 46.1991871),,,39,1205,Boulevard Carl-Vogt,chinese,,"Mo-Su 11:00-14:30, 18:00-22:30",+41 22 328 48 55,,,,,,Panda Express,,,,,,,,Panda Express,,,,,,,http://yellow.local.ch/fr/d/Geneve/1205/Cafe-Restaurant/La-Feuille-de-Menthe-SU-ZotAbL8Yh1_au5oreeA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,6.1340009,46.1991871
node/2024932004,2024932004,node,restaurant,Les Palettes,,POINT (6.1215421 46.1756087),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,6.1215421,46.1756087
node/2046558313,2046558313,node,restaurant,,,POINT (6.1152064 46.1749979),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,6.1152064,46.1749979
node/2050878473,2050878473,node,restaurant,Crêperie des Pâquis,,POINT (6.1485351 46.2113057),Genève,,6,1201,Rue de Zurich,regional,,,,http://creperie-paquis.com/,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,6.1485351,46.2113057
node/2059719232,2059719232,node,restaurant,Le Bouchon,,POINT (6.1335102 46.1818014),Carouge,,12,,Rue Blavignac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,6.1335102,46.1818014
node/2061582575,2061582575,node,restaurant,,,POINT (6.1236963 46.1716756),Grand-Lancy,,94,1212,Avenue des Communes Réunies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,6.1236963,46.1716756
node/2065066032,2065066032,node,restaurant,Le Flacon restaurant,,POINT (6.1418093 46.1834349),Carouge,,45,1227,Rue Vautier,,,,,,,,,,Le Flacon restaurant,,,,,,,,,,,,,,,,,,Q90137255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,6.1418093,46.1834349
node/2069128631,2069128631,node,restaurant,Le Mesnil,,POINT (6.1549258 46.1993987),Genève,,23,,Rue des Glacis-de-Rive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,6.1549258,46.1993987
node/2069991334,2069991334,node,restaurant,Chez Kei,,POINT (6.1571076 46.1984634),,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,6.1571076,46.1984634
node/2069991384,2069991384,node,restaurant,,,POINT (6.1636365 46.1955885),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,6.1636365,46.1955885
node/2071648626,2071648626,node,restaurant,Le Corail,,POINT (6.1185695 46.1898116),Genève,,27,1213,Route de Chancy,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,6.1185695,46.1898116
node/2079920782,2079920782,node,restaurant,Pizzeria Cité Jardin,,POINT (6.1591829 46.1865883),Genève,CH,46,1206,Avenue de Miremont,pizza,,"Mo-Fr 11:00-14:30, 18:00-23:00; Sa-Su 18:00-23:00",,,,,,yes,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,6.1591829,46.1865883
node/2080614846,2080614846,node,restaurant,Frisco,,POINT (6.1740206 46.2019882),,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,6.1740206,46.2019882
node/2080614955,2080614955,node,restaurant,,,POINT (6.1749504 46.2015321),,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,6.1749504,46.2015321
node/2082550220,2082550220,node,restaurant,Sam-Lor Thai,,POINT (6.1488648 46.2103574),Genève,CH,17,1201,Rue De-Monthoux,thai,,,,,,,,,,,,,,,,,Sam-Lor Thai Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,6.1488648,46.2103574
node/2092509262,2092509262,node,restaurant,Bistrot du Bœuf Rouge,yes,POINT (6.1481021 46.210125),Genève,CH,17,1201,Rue Dr-Alfred-Vincent,,,,,,,,,,Bistrot du Bœuf Rouge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,6.1481021,46.210125
node/2096696913,2096696913,node,restaurant,,,POINT (6.1953755 46.1957552),Chêne-Bourg,,26,,Avenue François-Adolphe-Grison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,6.1953755,46.1957552
node/2099432663,2099432663,node,restaurant,,,POINT (6.132495 46.199067),,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,6.132495,46.199067
node/2101429180,2101429180,node,restaurant,La Baïta,,POINT (6.137997 46.2126736),,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,6.137997,46.2126736
node/2107473197,2107473197,node,restaurant,Trois Bonheurs,,POINT (6.1588142 46.1949705),,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,6.1588142,46.1949705
node/2107473200,2107473200,node,restaurant,Va Bene,,POINT (6.1605231 46.1887752),Genève,,14,1206,Chemin De-Normandie,italian,,Mo-Fr 07:30-15:30,+41 22 347 33 55,http://www.vabene-ristorante.ch,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,6.1605231,46.1887752
node/2110411540,2110411540,node,restaurant,Seoul,,POINT (6.1477231 46.2113676),Genève,CH,17,1201,Rue de Zurich,korean;asian,,,,https://www.seoulgeneva.com/,,,,,,,,,,,,,,,,,,,,SITG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,6.1477231,46.2113676
node/2110709924,2110709924,node,restaurant,Il Salento,,POINT (6.1372105 46.1909282),Geneva;Acacias,CH,5,1227,Rue Gustave-Revilliod,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,6.1372105,46.1909282
node/2112206474,2112206474,node,restaurant,Le Passing,,POINT (6.1857879 46.2055374),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,6.1857879,46.2055374
node/2117800738,2117800738,node,restaurant,Café du Rond Point,yes,POINT (6.1425261 46.1977296),Geneva,CH,2,,Rond-Point de Plainpalais,regional,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,6.1425261,46.1977296
node/2120562709,2120562709,node,restaurant,Cafétéria ONUG  - Rez-de-Chausée,,POINT (6.1413713 46.2263268),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,6.1413713,46.2263268
node/2120568314,2120568314,node,restaurant,Restaurant des Délégués - 8ème étage,,POINT (6.140749 46.2265049),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,6.140749,46.2265049
node/2120962502,2120962502,node,restaurant,Da Peppe,,POINT (6.1387849 46.1910259),Les Acacias,CH,17,1227,Rue Caroline,italian;pizza,,Mo-Fr 12:00-14:30; Tu-Sa 19:00-21:00,,,,,no,no,,,,,,,,,,,,,,,,survey,,,,,no,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,6.1387849,46.1910259
node/2123933051,2123933051,node,restaurant,Lokma’s Kebab,limited,POINT (6.1409859 46.185015),Carouge,CH,1,1227,Place du Temple,kebab,surveyed by Alex-7,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,6.1409859,46.185015
node/2126273882,2126273882,node,restaurant,Kimchi,,POINT (6.1434046 46.1893787),Genève,CH,85,,Rue de Carouge,korean,,,,http://korea-kimchi.ch/,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,6.1434046,46.1893787
node/2129447300,2129447300,node,restaurant,Le Vallon,,POINT (6.1747954 46.183804),Conches,,182,,Route de Florissant,french,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,6.1747954,46.183804
node/2129892554,2129892554,node,restaurant,Tarantella,,POINT (6.1968063 46.194995),,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,6.1968063,46.194995
node/2143173811,2143173811,node,restaurant,Brasserie du Lignon/GE,limited,POINT (6.0958084 46.2033101),Le Lignon/GE,,10,1219,Place du Lignon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,6.0958084,46.2033101
node/2147980649,2147980649,node,restaurant,Café de la République,,POINT (6.174362 46.1845401),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,6.174362,46.1845401
node/2151789051,2151789051,node,restaurant,Le Grand Bleu,,POINT (6.1529858 46.1908489),Genève,,28,1206,Avenue de Champel,pizza;fondue;charbonnade;gambas,,Lundi à vendredi : 7:00 à minuit Samedi : 9:00 à 14:30 et 18:00 à minuit,+41 22 346 33 56,https://www.grand-bleu.ch/,,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,6.1529858,46.1908489
node/2157985921,2157985921,node,restaurant,Suahoy,,POINT (6.1458536 46.1945955),Genève,CH,25,1205,Rue Prévost-Martin,thai,surveyed by Alex-7,,+41 22 320 07 37,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,6.1458536,46.1945955
node/2157985949,2157985949,node,restaurant,Les Philosophes,,POINT (6.1457318 46.195674),Genève,CH,5,1205,Rue Prévost-Martin,,surveyed by Alex-7,"Mo-Th 11:30-15:00,19:00-00:00; Fr-Sa 11:30-15:00,19:00-01:00",+41 (0)22 320 54 77,https://lesphilosophes.ch/,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,6.1457318,46.195674
node/2162586618,2162586618,node,restaurant,Pâtisserie,,POINT (6.149344 46.2010675),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,6.149344,46.2010675
node/2164356574,2164356574,node,restaurant,Café des Amis,,POINT (6.225276 46.2238839),,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,6.225276,46.2238839
node/2166257125,2166257125,node,restaurant,Au Pied de Cochon,,POINT (6.1492919 46.2008165),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,6.1492919,46.2008165
node/2166870345,2166870345,node,restaurant,L'Hôtel de Ville,,POINT (6.1468905 46.2012612),Genève,,39,1204,Grand-Rue,regional;traditional,,Mo-Su 11:30-23:00,+41 22 311 70 30,http://www.hdvglozu.ch,,55,,no,,"Les produits du terroir qui sont à l'honneur dans notre établissement sont la longeole, le cardon et la fricassée de légumes de saison. Nous vous proposons de découvrir différents cépages de 6 vignerons genevois.",yes,,,,,,,,,,,,,local knowledge,,,,,,,,,,,,,,,,,,,+41 22 312 18 87,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,6.1468905,46.2012612
node/2166870346,2166870346,node,restaurant,Les Armures,,POINT (6.1472756 46.2013046),,,,,,,5 stars,,,,,,,,,,,,,,,,,,,,,,,,,hotel,Q18414315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,6.1472756,46.2013046
node/2169156780,2169156780,node,restaurant,Café Papon,,POINT (6.1464792 46.2008035),Geneve,,1,1204,Rue Henri-Fazy,,Bar café restaurant reception terrasse salle privee,,+41 22 311 54 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,6.1464792,46.2008035
node/2169156786,2169156786,node,restaurant,La Cave Valaisanne,limited,POINT (6.1407773 46.2009447),Geneva,,23,1204,Boulevard Georges-Favon,,,"""fermé (incendie)""",,http://www.chaletswiss.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,6.1407773,46.2009447
node/2169156787,2169156787,node,restaurant,La Romantica,,POINT (6.1455511 46.2029908),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,6.1455511,46.2029908
node/2169156788,2169156788,node,restaurant,La Boursière,,POINT (6.1454472 46.202864),,,,,,salads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,6.1454472,46.202864
node/2169156789,2169156789,node,restaurant,Le Boël,limited,POINT (6.1446638 46.2028589),,,,,,swiss;fondue;local,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,6.1446638,46.2028589
node/2169156790,2169156790,node,restaurant,Le Perron,,POINT (6.1482005 46.2021786),Genève,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,6.1482005,46.2021786
node/2169156791,2169156791,node,restaurant,Le Thé,,POINT (6.1375706 46.2011884),Genève,,65,1205,Rue des Bains,chinese,,Mo-Sa 04:30-06:30,+41 79 436 77 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,6.1375706,46.2011884
node/2169156792,2169156792,node,restaurant,Taverne de la Madeleine,,POINT (6.1491355 46.2018888),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,6.1491355,46.2018888
node/2169156852,2169156852,node,restaurant,Café Restaurant du Parc des Bastions,yes,POINT (6.1445561 46.2007081),Genève,,1,1204,Promenade des Bastions,regional;french,,"Mo-Sa 10:00-22:00, Su 10:00-18:30",+41 22 310 86 66,http://www.bastions.ch/,,200,no,no,,,yes,,,,,contact@bastions.ch,,wlan,,,,,,local_knowledge,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,6.1445561,46.2007081
node/2175850012,2175850012,node,restaurant,Le Bistrot Laz Nillo,,POINT (6.1345372 46.1905606),Carouge,CH,34,,Route des Acacias,,surveyed by Alex-7,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,6.1345372,46.1905606
node/2175850014,2175850014,node,restaurant,le lotus d'or,,POINT (6.1339813 46.1902815),Carouge,CH,38,,Route des Acacias,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,6.1339813,46.1902815
node/2177666196,2177666196,node,restaurant,Rest. Minotor,,POINT (6.1395547 46.1967641),Genève,CH,3,1205,Rue du Bois-Melly,,surveyed by Alex-7,,+41223217005,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,6.1395547,46.1967641
node/2177666214,2177666214,node,restaurant,Restaurant dei Trulli,,POINT (6.1387655 46.1965507),Genève,CH,81,1205,Boulevard Carl-Vogt,italian,surveyed by Alex-7,,,,,,,,Restaurant dei Trulli,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,6.1387655,46.1965507
node/2178312844,2178312844,node,restaurant,Le Charley's,,POINT (6.0846779 46.2233505),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,6.0846779,46.2233505
